customer_id,first_name,last_name,age,gender,email,phone,province,city,income_category,employment_status,primary_account,accounts,products,credit_score,tenure_months,join_date
SA013410,Edward,Johnson,79,Male,edward.johnson@outlook.com,+27833083919,Limpopo,Phalaborwa,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,Vehicle Finance,,656,181,2009-02-17
SA013411,Sarah,Wolfe,56,Female,sarah.wolfe@outlook.com,+27849812089,Gauteng,Pretoria,Low (<R100k),Full-time,Vehicle Finance,Vehicle Finance,Vehicle Insurance,468,33,2021-04-15
SA013412,Kathryn,Rios,23,Male,kathryn.rios@gmail.com,+27887083471,Gauteng,Centurion,Lower-Middle (R100k-R350k),Full-time,Credit,"Home Loan, Savings, Credit",Credit Card,425,221,2005-11-05
SA013413,William,Schultz,68,Male,william.schultz@yahoo.com,+27798445119,Gauteng,Pretoria,Upper-Middle (R600k-R1.2M),Unemployed,Investment,"Investment, Credit, Savings","Overdraft Facility, Investment Portfolio",703,87,2016-11-07
SA013414,Norman,Davis,60,Female,norman.davis@outlook.com,+27871299269,Gauteng,Centurion,Low (<R100k),Full-time,Savings,"Savings, Investment, Vehicle Finance, Home Loan","Credit Card, Vehicle Insurance, Savings Plan",487,86,2016-12-07
SA013415,Larry,Turner,65,Female,larry.turner@gmail.com,+27778663029,Gauteng,Johannesburg,Middle (R350k-R600k),Self-employed,Cheque,"Vehicle Finance, Cheque, Savings","Home Insurance, Credit Card",652,231,2005-01-09
SA013416,Martha,Alvarado,34,Female,martha.alvarado@yahoo.com,+27759285103,Gauteng,Pretoria,Low (<R100k),Full-time,Investment,Investment,,352,27,2021-10-12
SA013417,Amy,Buchanan,48,Female,amy.buchanan@gmail.com,+27818071758,KwaZulu-Natal,Richards Bay,Low (<R100k),Self-employed,Savings,"Savings, Vehicle Finance","Home Insurance, Vehicle Insurance",500,38,2020-11-16
SA013418,Meagan,Montoya,72,Male,meagan.montoya@yahoo.com,+27808506741,Western Cape,Paarl,Low (<R100k),Self-employed,Credit,Credit,Credit Card,516,86,2016-12-07
SA013419,Felicia,Hebert,24,Male,felicia.hebert@yahoo.com,+27891091299,Western Cape,George,High (>R1.2M),Self-employed,Home Loan,Home Loan,Personal Loan,733,55,2019-06-25
SA013420,Fred,Shepherd,21,Male,fred.shepherd@outlook.com,+27728902842,Western Cape,Stellenbosch,Low (<R100k),Self-employed,Savings,"Savings, Credit",Vehicle Insurance,735,140,2012-07-01
SA013421,Austin,Baker,66,Male,austin.baker@gmail.com,+27707957821,Western Cape,George,Middle (R350k-R600k),Full-time,Vehicle Finance,Vehicle Finance,"Life Insurance, Vehicle Insurance",636,87,2016-11-07
SA013422,Laura,Thomas,42,Female,laura.thomas@outlook.com,+27877961835,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Home Loan,Home Loan,"Life Insurance, Savings Plan",330,193,2008-02-23
SA013423,James,Perez,21,Male,james.perez@outlook.com,+27829615046,Northern Cape,Upington,Low (<R100k),Self-employed,Savings,Savings,"Savings Plan, Home Insurance, Life Insurance",339,132,2013-02-26
SA013424,Emily,Oconnor,34,Male,emily.oconnor@gmail.com,+27774194969,Mpumalanga,Secunda,Low (<R100k),Full-time,Vehicle Finance,"Vehicle Finance, Cheque, Investment, Savings","Investment Portfolio, Savings Plan, Credit Card, Home Insurance",635,121,2014-01-22
SA013425,Kimberly,Mckinney,58,Female,kimberly.mckinney@outlook.com,+27847321954,North West,Mahikeng,Middle (R350k-R600k),Full-time,Cheque,Cheque,Home Insurance,726,116,2014-06-21
SA013426,Megan,Molina,20,Male,megan.molina@yahoo.com,+27825502839,Western Cape,George,Middle (R350k-R600k),Self-employed,Credit,Credit,Personal Loan,667,98,2015-12-13
SA013427,Luke,Jones,21,Male,luke.jones@yahoo.com,+27627751464,Gauteng,Pretoria,Low (<R100k),Retired,Cheque,"Investment, Cheque, Home Loan, Vehicle Finance","Overdraft Facility, Savings Plan, Credit Card",650,189,2008-06-22
SA013428,Matthew,Wright,28,Male,matthew.wright@outlook.com,+27658414368,Gauteng,Soweto,Low (<R100k),Full-time,Cheque,"Savings, Home Loan, Cheque",Personal Loan,525,15,2022-10-07
SA013429,Kristen,Morton,58,Male,kristen.morton@outlook.com,+27875120267,Free State,Bloemfontein,Lower-Middle (R100k-R350k),Retired,Savings,Savings,"Credit Card, Personal Loan, Overdraft Facility",311,157,2011-02-07
SA013430,Bradley,Warner,70,Female,bradley.warner@yahoo.com,+27867493864,Gauteng,Johannesburg,Lower-Middle (R100k-R350k),Self-employed,Home Loan,"Home Loan, Credit, Investment",Overdraft Facility,422,6,2023-07-04
SA013431,Phillip,Giles,61,Male,phillip.giles@outlook.com,+27884064535,Gauteng,Benoni,Lower-Middle (R100k-R350k),Full-time,Cheque,"Savings, Cheque","Personal Loan, Life Insurance",382,203,2007-04-29
SA013432,Thomas,Jacobs,67,Female,thomas.jacobs@yahoo.com,+27857692594,Eastern Cape,Grahamstown,Lower-Middle (R100k-R350k),Full-time,Cheque,Cheque,Life Insurance,404,153,2011-06-07
SA013433,Tyler,Guerra,66,Male,tyler.guerra@gmail.com,+27688609763,Gauteng,Soweto,Lower-Middle (R100k-R350k),Self-employed,Vehicle Finance,Vehicle Finance,Overdraft Facility,461,20,2022-05-10
SA013434,John,West,52,Male,john.west@outlook.com,+27825472271,KwaZulu-Natal,Pietermaritzburg,Low (<R100k),Self-employed,Home Loan,"Vehicle Finance, Home Loan","Investment Portfolio, Overdraft Facility, Home Insurance",582,72,2018-01-31
SA013435,Michelle,Wall,68,Female,michelle.wall@yahoo.com,+27625403615,Limpopo,Musina,Lower-Middle (R100k-R350k),Self-employed,Vehicle Finance,Vehicle Finance,,400,119,2014-03-23
SA013436,Scott,Archer,26,Female,scott.archer@gmail.com,+27852431404,Free State,Sasolburg,Low (<R100k),Full-time,Home Loan,Home Loan,Home Insurance,556,113,2014-09-19
SA013437,Jamie,Rodriguez,31,Female,jamie.rodriguez@outlook.com,+27893471172,Western Cape,George,Middle (R350k-R600k),Self-employed,Vehicle Finance,"Vehicle Finance, Home Loan, Savings","Overdraft Facility, Savings Plan, Credit Card",545,114,2014-08-20
SA013438,Alexa,Graham,31,Male,alexa.graham@gmail.com,+27874587926,Mpumalanga,Middelburg,Lower-Middle (R100k-R350k),Full-time,Home Loan,Home Loan,"Life Insurance, Investment Portfolio, Personal Loan, Credit Card",367,42,2020-07-19
SA013439,Judith,Davis,23,Male,judith.davis@outlook.com,+27782406850,KwaZulu-Natal,Pietermaritzburg,Lower-Middle (R100k-R350k),Part-time,Cheque,"Vehicle Finance, Cheque",Savings Plan,506,4,2023-09-02
SA013440,Ronald,Green,39,Male,ronald.green@yahoo.com,+27632453668,Western Cape,Paarl,Middle (R350k-R600k),Self-employed,Cheque,Cheque,"Home Insurance, Personal Loan",635,129,2013-05-27
SA013441,Sophia,Rodriguez,48,Female,sophia.rodriguez@gmail.com,+27694859490,Mpumalanga,Middelburg,Upper-Middle (R600k-R1.2M),Self-employed,Investment,"Savings, Investment, Home Loan","Overdraft Facility, Home Insurance, Vehicle Insurance",699,105,2015-05-17
SA013442,Douglas,Wood,59,Male,douglas.wood@gmail.com,+27675389082,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Investment,Investment,Vehicle Insurance,300,205,2007-02-28
SA013443,Vanessa,Bowen,76,Female,vanessa.bowen@gmail.com,+27715111189,KwaZulu-Natal,Pietermaritzburg,Low (<R100k),Full-time,Home Loan,Home Loan,"Home Insurance, Savings Plan, Personal Loan, Vehicle Insurance",628,7,2023-06-04
SA013444,Jeffrey,Martin,63,Female,jeffrey.martin@outlook.com,+27741765510,North West,Mahikeng,Lower-Middle (R100k-R350k),Full-time,Cheque,"Vehicle Finance, Credit, Cheque","Overdraft Facility, Home Insurance, Personal Loan",401,141,2012-06-01
SA013445,Bethany,Smith,61,Male,bethany.smith@outlook.com,+27759182901,Eastern Cape,Queenstown,High (>R1.2M),Full-time,Vehicle Finance,Vehicle Finance,"Savings Plan, Investment Portfolio",820,149,2011-10-05
SA013446,Michelle,Black,19,Male,michelle.black@gmail.com,+27612982480,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Self-employed,Cheque,Cheque,Life Insurance,406,176,2009-07-17
SA013447,Shane,Huang,47,Male,shane.huang@yahoo.com,+27691383703,KwaZulu-Natal,Newcastle,Upper-Middle (R600k-R1.2M),Full-time,Savings,Savings,"Investment Portfolio, Credit Card",667,132,2013-02-26
SA013448,Christopher,Garcia,39,Female,christopher.garcia@gmail.com,+27652691567,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,Vehicle Finance,Investment Portfolio,470,226,2005-06-08
SA013449,Jill,Sanchez,69,Female,jill.sanchez@outlook.com,+27721902311,Gauteng,Benoni,Upper-Middle (R600k-R1.2M),Full-time,Home Loan,"Cheque, Home Loan","Home Insurance, Credit Card, Savings Plan, Investment Portfolio",821,201,2007-06-28
SA013450,Steven,Landry,58,Female,steven.landry@gmail.com,+27631522478,North West,Brits,Middle (R350k-R600k),Full-time,Vehicle Finance,Vehicle Finance,Investment Portfolio,819,197,2007-10-26
SA013451,Danny,Harris,64,Male,danny.harris@outlook.com,+27732731717,Gauteng,Pretoria,Middle (R350k-R600k),Part-time,Cheque,"Savings, Credit, Cheque","Investment Portfolio, Savings Plan",562,114,2014-08-20
SA013452,Diamond,Jensen,26,Male,diamond.jensen@outlook.com,+27795929186,Gauteng,Soweto,Low (<R100k),Self-employed,Cheque,"Savings, Credit, Cheque","Vehicle Insurance, Personal Loan",536,233,2004-11-10
SA013453,James,Jones,77,Female,james.jones@yahoo.com,+27841414873,KwaZulu-Natal,Ladysmith,Low (<R100k),Full-time,Cheque,"Investment, Cheque","Investment Portfolio, Personal Loan",694,143,2012-04-02
SA013454,Natasha,Ferrell,67,Female,natasha.ferrell@outlook.com,+27769693792,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Part-time,Home Loan,"Home Loan, Investment","Home Insurance, Investment Portfolio, Personal Loan",658,83,2017-03-07
SA013455,Elizabeth,Jones,77,Male,elizabeth.jones@gmail.com,+27729782849,KwaZulu-Natal,Ladysmith,Low (<R100k),Part-time,Savings,Savings,Investment Portfolio,545,179,2009-04-18
SA013456,Samantha,Gibbs,48,Male,samantha.gibbs@outlook.com,+27659410136,Western Cape,George,Middle (R350k-R600k),Full-time,Credit,Credit,"Life Insurance, Credit Card",768,126,2013-08-25
SA013457,Hailey,Little,46,Female,hailey.little@yahoo.com,+27776763526,Mpumalanga,Middelburg,Middle (R350k-R600k),Full-time,Credit,"Cheque, Credit, Savings","Vehicle Insurance, Personal Loan, Life Insurance, Investment Portfolio, Home Insurance",610,76,2017-10-03
SA013458,Brittany,Smith,55,Female,brittany.smith@yahoo.com,+27638218857,Northern Cape,Upington,Lower-Middle (R100k-R350k),Full-time,Investment,"Investment, Credit","Life Insurance, Vehicle Insurance, Home Insurance",539,81,2017-05-06
SA013459,April,Wright,23,Male,april.wright@outlook.com,+27899781793,Gauteng,Johannesburg,Low (<R100k),Full-time,Savings,Savings,,689,147,2011-12-04
SA013460,Anthony,Beasley,23,Male,anthony.beasley@outlook.com,+27746125509,Limpopo,Polokwane,Middle (R350k-R600k),Full-time,Vehicle Finance,"Vehicle Finance, Home Loan",,735,81,2017-05-06
SA013461,Jeffery,Short,55,Female,jeffery.short@gmail.com,+27652136461,North West,Potchefstroom,Middle (R350k-R600k),Full-time,Investment,Investment,,818,68,2018-05-31
SA013462,Tiffany,Kelley,79,Male,tiffany.kelley@yahoo.com,+27767090721,Limpopo,Polokwane,Middle (R350k-R600k),Full-time,Cheque,"Vehicle Finance, Cheque",Investment Portfolio,593,178,2009-05-18
SA013463,Sharon,Proctor,61,Female,sharon.proctor@gmail.com,+27806341948,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Full-time,Investment,"Vehicle Finance, Investment, Credit","Overdraft Facility, Credit Card, Savings Plan",640,112,2014-10-19
SA013464,David,Chapman,29,Female,david.chapman@outlook.com,+27899778399,Gauteng,Pretoria,Middle (R350k-R600k),Self-employed,Home Loan,"Savings, Home Loan",Investment Portfolio,587,178,2009-05-18
SA013465,Justin,Kelly,40,Male,justin.kelly@gmail.com,+27773892213,Eastern Cape,Mthatha,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,"Vehicle Finance, Savings","Personal Loan, Vehicle Insurance, Investment Portfolio",825,132,2013-02-26
SA013466,John,Rogers,37,Female,john.rogers@gmail.com,+27733212552,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Unemployed,Investment,"Home Loan, Investment","Overdraft Facility, Investment Portfolio, Personal Loan",686,28,2021-09-12
SA013467,Brianna,Schwartz,34,Female,brianna.schwartz@yahoo.com,+27803797398,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Self-employed,Savings,"Vehicle Finance, Savings",Home Insurance,624,6,2023-07-04
SA013468,William,Chavez,18,Male,william.chavez@outlook.com,+27608067322,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Vehicle Finance,"Vehicle Finance, Home Loan",Personal Loan,622,161,2010-10-10
SA013469,Kevin,Gregory,57,Male,kevin.gregory@outlook.com,+27772736344,Gauteng,Pretoria,Low (<R100k),Self-employed,Savings,Savings,"Home Insurance, Savings Plan, Vehicle Insurance",481,204,2007-03-30
SA013470,Matthew,Caldwell,32,Male,matthew.caldwell@gmail.com,+27682197959,KwaZulu-Natal,Pietermaritzburg,Lower-Middle (R100k-R350k),Full-time,Cheque,"Credit, Savings, Cheque","Investment Portfolio, Overdraft Facility, Savings Plan",664,135,2012-11-28
SA013471,Kelly,Henderson,28,Male,kelly.henderson@outlook.com,+27836051556,Gauteng,Pretoria,Low (<R100k),Self-employed,Savings,"Credit, Savings","Credit Card, Vehicle Insurance, Overdraft Facility",338,21,2022-04-10
SA013472,April,Price,77,Male,april.price@outlook.com,+27703995962,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Investment,Investment,Overdraft Facility,629,170,2010-01-13
SA013473,Monica,Lee,19,Male,monica.lee@outlook.com,+27809261459,North West,Brits,Upper-Middle (R600k-R1.2M),Unemployed,Home Loan,"Investment, Cheque, Home Loan",Life Insurance,844,88,2016-10-08
SA013474,Keith,Martin,49,Female,keith.martin@outlook.com,+27668347537,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Self-employed,Cheque,"Cheque, Vehicle Finance, Savings","Life Insurance, Personal Loan, Savings Plan",587,103,2015-07-16
SA013475,Philip,Martinez,78,Female,philip.martinez@yahoo.com,+27757097329,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Full-time,Investment,"Investment, Home Loan, Credit, Cheque","Life Insurance, Vehicle Insurance, Home Insurance",781,187,2008-08-21
SA013476,Blake,Morris,32,Male,blake.morris@gmail.com,+27679961820,KwaZulu-Natal,Ladysmith,High (>R1.2M),Full-time,Home Loan,"Vehicle Finance, Home Loan","Investment Portfolio, Savings Plan",779,201,2007-06-28
SA013477,Nathan,Nelson,71,Female,nathan.nelson@gmail.com,+27749799515,Western Cape,Cape Town,High (>R1.2M),Full-time,Vehicle Finance,Vehicle Finance,Personal Loan,835,119,2014-03-23
SA013478,Derrick,Harris,74,Female,derrick.harris@yahoo.com,+27708158712,Gauteng,Soweto,Middle (R350k-R600k),Full-time,Credit,Credit,,806,230,2005-02-08
SA013479,Aaron,Goodman,72,Male,aaron.goodman@yahoo.com,+27707567526,Gauteng,Centurion,Lower-Middle (R100k-R350k),Unemployed,Investment,"Investment, Credit","Investment Portfolio, Credit Card",312,95,2016-03-12
SA013480,Amanda,Roth,37,Female,amanda.roth@outlook.com,+27619236858,Free State,Parys,Middle (R350k-R600k),Self-employed,Home Loan,"Vehicle Finance, Credit, Home Loan",,726,126,2013-08-25
SA013481,Amanda,Mccoy,19,Male,amanda.mccoy@gmail.com,+27811032500,Northern Cape,Kuruman,Middle (R350k-R600k),Full-time,Cheque,"Savings, Home Loan, Cheque, Vehicle Finance","Savings Plan, Overdraft Facility, Home Insurance, Personal Loan, Vehicle Insurance",797,31,2021-06-14
SA013482,Andrea,Clarke,57,Male,andrea.clarke@gmail.com,+27667193765,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Savings,Savings,"Savings Plan, Credit Card, Overdraft Facility, Personal Loan",716,113,2014-09-19
SA013483,Andrew,Lewis,68,Female,andrew.lewis@outlook.com,+27772817434,KwaZulu-Natal,Ladysmith,Middle (R350k-R600k),Full-time,Investment,"Home Loan, Credit, Investment","Home Insurance, Credit Card",703,218,2006-02-03
SA013484,Amber,Mueller,71,Female,amber.mueller@outlook.com,+27677645541,KwaZulu-Natal,Ladysmith,Middle (R350k-R600k),Full-time,Home Loan,Home Loan,Credit Card,562,162,2010-09-10
SA013485,Jamie,Turner,71,Female,jamie.turner@gmail.com,+27772066757,KwaZulu-Natal,Pietermaritzburg,Upper-Middle (R600k-R1.2M),Full-time,Investment,"Home Loan, Savings, Investment",Credit Card,727,101,2015-09-14
SA013486,Carolyn,Morales,72,Female,carolyn.morales@gmail.com,+27776889834,Western Cape,George,Middle (R350k-R600k),Full-time,Savings,Savings,"Savings Plan, Home Insurance, Life Insurance, Vehicle Insurance, Personal Loan",692,68,2018-05-31
SA013487,Tiffany,Good,65,Male,tiffany.good@gmail.com,+27709441646,Northern Cape,Kimberley,Lower-Middle (R100k-R350k),Self-employed,Cheque,Cheque,"Home Insurance, Life Insurance, Savings Plan, Overdraft Facility",414,34,2021-03-16
SA013488,Alex,Brown,28,Male,alex.brown@outlook.com,+27893469451,Free State,Welkom,Lower-Middle (R100k-R350k),Self-employed,Savings,Savings,Life Insurance,405,57,2019-04-26
SA013489,Heather,Walker,52,Male,heather.walker@outlook.com,+27743212114,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Full-time,Savings,"Credit, Savings","Credit Card, Savings Plan, Home Insurance, Life Insurance",551,105,2015-05-17
SA013490,Jacqueline,Ramsey,36,Male,jacqueline.ramsey@outlook.com,+27809958536,Eastern Cape,Queenstown,Low (<R100k),Student,Savings,"Vehicle Finance, Home Loan, Credit, Savings","Home Insurance, Investment Portfolio, Personal Loan",494,178,2009-05-18
SA013491,Michael,Lutz,66,Female,michael.lutz@gmail.com,+27705050576,KwaZulu-Natal,Pietermaritzburg,Lower-Middle (R100k-R350k),Full-time,Home Loan,"Home Loan, Savings, Vehicle Finance","Overdraft Facility, Investment Portfolio, Vehicle Insurance",300,201,2007-06-28
SA013492,Zachary,Martinez,80,Male,zachary.martinez@gmail.com,+27837855522,Northern Cape,Kuruman,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,Vehicle Finance,"Life Insurance, Vehicle Insurance, Credit Card",819,19,2022-06-09
SA013493,James,Hunt,38,Male,james.hunt@gmail.com,+27793518067,Limpopo,Polokwane,Lower-Middle (R100k-R350k),Part-time,Investment,Investment,Investment Portfolio,472,224,2005-08-07
SA013494,James,Sullivan,67,Female,james.sullivan@yahoo.com,+27823930881,Mpumalanga,Witbank,Lower-Middle (R100k-R350k),Full-time,Credit,Credit,"Credit Card, Investment Portfolio",346,237,2004-07-13
SA013495,Matthew,Torres,42,Female,matthew.torres@gmail.com,+27871096323,KwaZulu-Natal,Ladysmith,Middle (R350k-R600k),Student,Credit,"Credit, Savings","Life Insurance, Overdraft Facility, Credit Card",686,121,2014-01-22
SA013496,Lisa,Farrell,23,Male,lisa.farrell@gmail.com,+27891498678,Western Cape,Worcester,Upper-Middle (R600k-R1.2M),Full-time,Home Loan,"Home Loan, Credit",,639,154,2011-05-08
SA013497,Danny,Figueroa,78,Male,danny.figueroa@outlook.com,+27852873198,Mpumalanga,Middelburg,Low (<R100k),Full-time,Credit,Credit,"Vehicle Insurance, Investment Portfolio, Overdraft Facility",387,9,2023-04-05
SA013498,Kenneth,Harris,30,Female,kenneth.harris@yahoo.com,+27679175123,KwaZulu-Natal,Ladysmith,Upper-Middle (R600k-R1.2M),Unemployed,Cheque,"Home Loan, Cheque",Home Insurance,797,8,2023-05-05
SA013499,Alicia,Arnold,21,Male,alicia.arnold@gmail.com,+27773628088,Western Cape,Stellenbosch,Low (<R100k),Full-time,Vehicle Finance,"Vehicle Finance, Savings","Overdraft Facility, Investment Portfolio",575,75,2017-11-02
SA013500,Daniel,Medina,31,Male,daniel.medina@outlook.com,+27835470969,Gauteng,Johannesburg,Lower-Middle (R100k-R350k),Full-time,Home Loan,Home Loan,"Investment Portfolio, Overdraft Facility",537,225,2005-07-08
SA013501,Jennifer,Williams,25,Female,jennifer.williams@outlook.com,+27729299133,Limpopo,Polokwane,Middle (R350k-R600k),Part-time,Home Loan,"Savings, Home Loan",,591,209,2006-10-31
SA013502,Thomas,Bailey,64,Female,thomas.bailey@outlook.com,+27702529849,Northern Cape,Springbok,Lower-Middle (R100k-R350k),Part-time,Savings,"Investment, Savings, Vehicle Finance","Life Insurance, Savings Plan",494,139,2012-07-31
SA013503,Donald,Vasquez,34,Male,donald.vasquez@yahoo.com,+27713929203,Mpumalanga,Nelspruit,Low (<R100k),Full-time,Home Loan,"Vehicle Finance, Home Loan","Savings Plan, Personal Loan, Vehicle Insurance",364,43,2020-06-19
SA013504,Robert,George,76,Male,robert.george@gmail.com,+27813625742,Western Cape,Stellenbosch,High (>R1.2M),Self-employed,Credit,"Cheque, Credit, Vehicle Finance","Savings Plan, Overdraft Facility, Personal Loan",759,69,2018-05-01
SA013505,Belinda,Baker,33,Male,belinda.baker@yahoo.com,+27688179741,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Part-time,Credit,"Credit, Cheque","Personal Loan, Life Insurance",498,159,2010-12-09
SA013506,Dominique,Salas,38,Male,dominique.salas@yahoo.com,+27657783712,KwaZulu-Natal,Ladysmith,Low (<R100k),Full-time,Savings,"Home Loan, Investment, Savings","Home Insurance, Vehicle Insurance",550,178,2009-05-18
SA013507,Jaime,Donaldson,57,Male,jaime.donaldson@gmail.com,+27722156260,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Part-time,Vehicle Finance,Vehicle Finance,Vehicle Insurance,381,78,2017-08-04
SA013508,Justin,Murray,76,Female,justin.murray@yahoo.com,+27839767553,KwaZulu-Natal,Durban,Middle (R350k-R600k),Full-time,Investment,Investment,Life Insurance,642,164,2010-07-12
SA013509,Clayton,Lawrence,71,Female,clayton.lawrence@gmail.com,+27864927552,Free State,Bloemfontein,Middle (R350k-R600k),Full-time,Cheque,"Savings, Vehicle Finance, Credit, Cheque","Personal Loan, Home Insurance",685,49,2019-12-22
SA013510,Jessica,Townsend,52,Female,jessica.townsend@outlook.com,+27855410046,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,Vehicle Finance,"Credit Card, Overdraft Facility",518,125,2013-09-24
SA013511,Gina,Hodges,22,Male,gina.hodges@gmail.com,+27892281835,KwaZulu-Natal,Newcastle,Low (<R100k),Full-time,Investment,"Investment, Credit, Home Loan","Overdraft Facility, Home Insurance",394,197,2007-10-26
SA013512,Christopher,Wood,39,Female,christopher.wood@outlook.com,+27759581126,Gauteng,Centurion,Middle (R350k-R600k),Full-time,Savings,"Credit, Vehicle Finance, Savings","Overdraft Facility, Home Insurance",593,104,2015-06-16
SA013513,Lindsay,Gomez,59,Female,lindsay.gomez@gmail.com,+27758593207,Free State,Welkom,Middle (R350k-R600k),Full-time,Home Loan,"Investment, Vehicle Finance, Home Loan, Cheque",Savings Plan,709,230,2005-02-08
SA013514,Gina,Vega,65,Female,gina.vega@yahoo.com,+27777262088,KwaZulu-Natal,Ladysmith,Middle (R350k-R600k),Full-time,Cheque,"Investment, Cheque, Home Loan","Savings Plan, Life Insurance, Home Insurance, Vehicle Insurance",632,181,2009-02-17
SA013515,Stephen,Griffin,48,Female,stephen.griffin@yahoo.com,+27867422554,Gauteng,Johannesburg,High (>R1.2M),Full-time,Credit,Credit,"Home Insurance, Personal Loan, Credit Card, Investment Portfolio, Overdraft Facility",661,139,2012-07-31
SA013516,Amber,Williams,34,Female,amber.williams@yahoo.com,+27897862890,Gauteng,Johannesburg,Lower-Middle (R100k-R350k),Self-employed,Vehicle Finance,Vehicle Finance,"Life Insurance, Overdraft Facility, Home Insurance",480,163,2010-08-11
SA013517,Kimberly,Soto,39,Male,kimberly.soto@gmail.com,+27672491457,KwaZulu-Natal,Pietermaritzburg,Middle (R350k-R600k),Full-time,Cheque,Cheque,"Home Insurance, Investment Portfolio, Savings Plan, Vehicle Insurance",753,92,2016-06-10
SA013518,Logan,Allen,65,Male,logan.allen@yahoo.com,+27665340082,Mpumalanga,Middelburg,Lower-Middle (R100k-R350k),Full-time,Credit,"Credit, Savings","Vehicle Insurance, Personal Loan",300,146,2012-01-03
SA013519,Dennis,Day,20,Male,dennis.day@yahoo.com,+27732510538,Gauteng,Pretoria,Middle (R350k-R600k),Part-time,Home Loan,"Savings, Home Loan","Vehicle Insurance, Life Insurance, Overdraft Facility, Credit Card",604,204,2007-03-30
SA013520,Jonathan,Dalton,62,Female,jonathan.dalton@outlook.com,+27795949268,Limpopo,Musina,Low (<R100k),Full-time,Cheque,"Cheque, Investment, Savings","Savings Plan, Vehicle Insurance, Life Insurance, Home Insurance",391,40,2020-09-17
SA013521,Suzanne,Dawson,55,Male,suzanne.dawson@yahoo.com,+27877629218,Northern Cape,Kimberley,High (>R1.2M),Self-employed,Savings,"Savings, Credit",Personal Loan,711,74,2017-12-02
SA013522,Autumn,Lopez,25,Male,autumn.lopez@gmail.com,+27638357283,Limpopo,Phalaborwa,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,"Investment, Vehicle Finance","Credit Card, Home Insurance",766,6,2023-07-04
SA013523,Walter,Malone,54,Male,walter.malone@outlook.com,+27844392472,KwaZulu-Natal,Newcastle,Low (<R100k),Unemployed,Cheque,Cheque,Overdraft Facility,349,57,2019-04-26
SA013524,Jennifer,Horton,42,Male,jennifer.horton@outlook.com,+27604712476,Gauteng,Centurion,Lower-Middle (R100k-R350k),Self-employed,Savings,"Savings, Investment","Credit Card, Investment Portfolio",464,98,2015-12-13
SA013525,Barbara,Norris,61,Male,barbara.norris@yahoo.com,+27814232534,Mpumalanga,Witbank,Middle (R350k-R600k),Part-time,Credit,"Cheque, Credit, Home Loan, Savings","Credit Card, Vehicle Insurance, Home Insurance, Savings Plan",671,208,2006-11-30
SA013526,Brian,Peterson,76,Female,brian.peterson@gmail.com,+27812358013,Eastern Cape,Port Elizabeth,Low (<R100k),Unemployed,Vehicle Finance,Vehicle Finance,Savings Plan,438,34,2021-03-16
SA013527,Jerome,Malone,33,Male,jerome.malone@yahoo.com,+27789187470,Gauteng,Benoni,Lower-Middle (R100k-R350k),Part-time,Home Loan,Home Loan,"Investment Portfolio, Home Insurance",520,66,2018-07-30
SA013528,Brian,Johnson,27,Male,brian.johnson@gmail.com,+27768991485,Gauteng,Johannesburg,Middle (R350k-R600k),Part-time,Credit,Credit,,809,64,2018-09-28
SA013529,Bridget,Jones,36,Male,bridget.jones@gmail.com,+27615803337,Gauteng,Johannesburg,Upper-Middle (R600k-R1.2M),Full-time,Home Loan,"Credit, Home Loan",,646,91,2016-07-10
SA013530,Richard,Woods,36,Female,richard.woods@yahoo.com,+27828272185,Western Cape,Stellenbosch,Lower-Middle (R100k-R350k),Retired,Home Loan,"Home Loan, Credit, Cheque","Investment Portfolio, Home Insurance",573,43,2020-06-19
SA013531,Michael,Daniels,69,Male,michael.daniels@yahoo.com,+27754603936,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Self-employed,Cheque,"Cheque, Home Loan","Overdraft Facility, Personal Loan, Life Insurance",632,179,2009-04-18
